"","group_name","subcategory","item","item_description"
"1011","Items","Boss Souls","Soul of Sir Alonne","Soul of Sir Alonne, who once served the Old Iron King.Sir Alonne came from an eastern land, and became the King's most trusted knight.Use the wondrous soul of this knight to acquire numerous souls, or to create something of great worth."
"1012","Items","Boss Souls","Soul of the Fume Knight","Soul of the fume knight that guards the dungeon of Brume Tower.Raime was a distinguished knight who became infatuated with the Bride of Ash, and settled in this land of smoke and fog.The wondrous soul of this knight can be used to acquire numerous souls, or to create something of great worth."
"1013","Items","Boss Souls","Soul of Nadalia%2C Bride of Ash %28fragment%29","Soul of Nadalia, Bride of Ash, who renounced her flesh and wandered Brume Tower.When Nadalia came to this land, the king she sought was no longer there. Dispirited, she forsook her own soul and clung to the heirlooms of the old king.This is only a fragment of a soul, and cannot be used in this state."
"1014","Items","Boss Souls","Soul of Nadalia%2C Bride of Ash","Soul of Nadalia, Bride of Ash, who renounced her flesh and wandered Brume Tower. In the act of dancing, the Bride of Ash was transfigured as smoke, enticing people to her residence. And so her seat of power came to be known as the Brume Tower. The wondrous soul of this augur of solitude can be used to acquire numerous souls, or to create something of great worth."
"1015","Items","Boss Souls","Soul of Aava%2C the King%27s Pet","Soul of Aava, who served the Ivory King. Each of the Ivory King's seven beasts was conferred a specific duty. Aava's was the guardianship of the King's beloved child of Dark. The wondrous soul of this beast can be used to acquire numerous souls, or to create something of great worth."
"1016","Items","Boss Souls","Soul of Lud%2C the King%27s Pet","Soul of Lud, who served the Ivory King. Each of the Ivory King's seven beasts was conferred a specific duty. Lud's was the mercy killing of exiles. The wondrous soul of this beast can be used to acquire numerous souls, or to create something of great worth."""
"1017","Items","Boss Souls","Soul of Zallen%2C the King%27s Pet","Soul of Zallen, who served the Ivory King. Each of the Ivory King's seven beasts was conferred a specific duty. Zallen's was the mercy killing of exiles. The wondrous soul of this beast can be used to acquire numerous souls, or to create something of great worth."
"1018","Items","Boss Souls","Soul of the Ivory King","Soul of the Ivory King of Eleum Loyce. The proud Ivory King was ever-merciful, and devoted himself to the protection of his great land, until he was devoured by the flames of chaos. The wondrous soul of this great king can be used to acquire numerous souls, or to create something of great worth."
"1019","Items","Boss Souls","Soul of Alsanna","Soul of Alsanna, oracle of Eleum Loyce, who prays in silent vigilance. This child of Dark, in reverence of the apocalypse, devotes herself to a ritual in hopes of appeasing the raging flame. The wonderous soul of this augur of fear can be used to acquire numerous souls, or to create something of great worth."
"1020","Items","Ores","Titanite Shard","Titanite shard used to reinforce equipment. Reinforces equipment up to +3.Titanite was discovered in an ancient layer of earth, and is said to be a gift of the gods. Titanite this size has very little power, but it is still a rare find."
"1021","Items","Ores","Large Titanite Shard","Large Titanite Shard used to reinforce equipment. Reinforces equipment up to +6.Titanite was discovered in an ancient layer of earth, and is said to be a gift of the gods. Titanite of this size has tremendous power, and is a very rare find."""
"1022","Items","Ores","Titanite Chunk","Titanite chunk used to reinforce equipment.Reinforces equipment from +6 up to +9.Titanite was discovered in an ancient layer of earth, and is said to be a gift of the gods. There are said to be only a scarce few titanite chunks in the world."
"1023","Items","Ores","Titanite Slab","Titanite Slab used to reinforce equipment. Reinforces equipment up to +10. Titanite was discovered in an ancient layer of earth, and is said to be a gift of the gods. One of the original slabs that provided the world with all forms of titanite. Titanite slabs were created to smith the weapons of the gods, or so the legends say."
"1024","Items","Ores","Twinkling Titanite","A form of titanite with special power. Reinforce equipment that cannot normally be reinforced up to +5.What cosmic event could have created such a powerful class of titanite?."
"1025","Items","Ores","Raw Stone","An altered state of titanite. Changes weapon class to Raw. Cannot be used on shields.This unusually hard titanite raises a weapon's physical attack power, but lowers strength and dexterity bonuses."
"1026","Items","Ores","Faint Stone","An altered state of titanite. Use to imbue weapons with magic, or to provide magic reduction to shields.Sorcerers at the Melfian Magic Academy once attempted to imbue titanite with various elements, but are said to have failed. Someone must have succeeded though; what else would explain this stone?"
"1027","Items","Ores","Firedrake Stone","An altered state of titanite. Use to imbue weapons with fire, or to provide fire reduction to shields.Sorcerers at the Melfian Magic Academy once attempted to imbue titanite with various elements, but are said to have failed. Someone must have succeeded though; what else would explain this stone?"
"1028","Items","Ores","Boltstone","An altered state of titanite. Use to imbue weapons with lightning, or to provide lightning reduction to shields.Sorcerers at the Melfian Magic Academy once attempted to imbue titanite with various elements, but are said to have failed. Someone must have succeeded though; what else would explain this stone?"
"1029","Items","Ores","Darknight Stone","An altered state of titanite. Use to imbue weapons with dark, or to provide dark reduction to shields.Sorcerers at the Melfian Magic Academy once attempted to imbue titanite with various elements, but are said to have failed. Someone must have succeeded though; what else would explain this stone?"
"1030","Items","Ores","Poison Stone","An altered state of titanite. Use to imbue weapons with poison, or to provide poison resistance to shields.Sorcerers at the Melfian Magic Academy once attempted to imbue titanite with various elements, but are said to have failed. Someone must have succeeded though; what else would explain this stone?"
